dataset,config,holdout,seed,n_train_bearings,n_test_windows,hi_cols,vtoi_a,vtoi_b,vtoi_fitness,vtoi_sat_frac_test,rul_mae,rul_rmse,rul_r2,rul_mae_hours,rul_rmse_hours,rul_phm_score,rul_asym_score,first_warning,lead_time,false_alarm_rate,mtoi_rmse,mtoi_spearman,mtoi_spearman_signed,mtoi_spearman_vs_deg,mtoi_monotonicity,stage_acc,stage_macro_f1,stage_bal_acc
pronostia,vtoi_static,Full_Test_Set_Bearing1_3,42,15,2375,E_norm|C_norm|VTOI,0.86,0.14,0.691424,0.2164210526315789,0.1997597068548202,0.2261051386594772,0.5355606964618584,0.7903825640678406,0.8946226239204407,154.1917645949062,0.8600249190340309,1610,764,0.0,0.2870905995368957,0.8091897269694621,-0.8091897269694621,0.8091897269694621,0.0033698399326032,0.0698947368421052,0.0401673680510571,0.0859649122807017
pronostia,vtoi_traj,Full_Test_Set_Bearing1_3,42,15,2375,E_norm|C_norm|VTOI|VTOI_vel|VTOI_acc,0.86,0.14,0.691424,0.2164210526315789,0.1695567369461059,0.1923059523105621,0.6640353585084302,0.6708794832229614,0.760890543460846,137.4943588093534,0.8527420202566213,1692,682,0.0,0.3031090795993805,0.6367580831580266,-0.6367580831580266,0.6367580831580266,0.008424599831508,0.6501052631578947,0.3138557342375037,0.4998368566823535
pronostia,transformer_vib,Full_Test_Set_Bearing1_3,42,15,2375,,0.86,0.14,0.691424,0.2164210526315789,0.2367579638957977,0.2611950933933258,0.3802191679327584,0.9367722868919371,1.0334619283676147,198.25123464482903,1.2502171609787958,-1,0,0.0,0.6347389817237854,0.3492052139135522,0.3492052139135522,-0.3492052139135522,0.0278011794439764,0.1498947368421052,0.0651775906261442,0.25
pronostia,tcn_vib,Full_Test_Set_Bearing1_3,42,15,2375,,0.86,0.14,0.691424,0.2164210526315789,0.2256901264190673,0.2575657963752746,0.3973231934998205,0.8929804563522339,1.0191019773483276,192.15879591752977,1.2398626400880632,2039,335,0.0,0.3988173007965088,0.6829356388402541,0.6829356388402541,-0.6829356388402541,0.004212299915754,0.1250526315789473,0.1216188140239503,0.162649319929036
pronostia,tcn_transformer_vib,Full_Test_Set_Bearing1_3,42,15,2375,,0.86,0.14,0.691424,0.2164210526315789,0.2928372621536255,0.3324897587299347,-0.0043027103860138,1.15865957736969,1.3155511617660522,263.39510183005626,1.7598768238278204,-1,0,0.0,0.3569537699222564,0.6470310174598496,-0.6470310174598496,0.6470310174598496,0.006318449873631,0.6,0.1875,0.25
pronostia,cnn_bilstm_attn_vib,Full_Test_Set_Bearing1_3,42,15,2375,,0.86,0.14,0.691424,0.2164210526315789,0.3886471092700958,0.4531347155570984,-0.8653602923871244,1.537747144699097,1.792902946472168,318.5952024228308,1.7549223118214623,499,1875,0.3726315789473684,0.3487756252288818,0.6170737457102776,-0.6170737457102776,0.6170737457102776,0.0101095197978096,0.1267368421052631,0.0667998224589436,0.1584210526315789
pronostia,abl_no_idxhead,Full_Test_Set_Bearing1_3,42,15,2375,,0.86,0.14,0.691424,0.2164210526315789,0.1902481466531753,0.2188956886529922,0.5647061659907677,0.7527484893798828,0.8660972714424133,162.25326941105925,1.0684282884356615,1795,579,0.0,0.3189866244792938,0.8731051146514542,-0.8731051146514542,0.8731051146514542,0.0143218197135636,0.1330526315789473,0.0688870160130881,0.2196230041395624
pronostia,abl_cond_noaux,Full_Test_Set_Bearing1_3,42,15,2375,E_norm|C_norm|VTOI,0.86,0.14,0.691424,0.2164210526315789,0.1901841610670089,0.2138096988201141,0.584699040564009,0.752495288848877,0.8459737300872803,154.70510080074482,0.954461232111054,1644,730,0.0,0.3749281167984009,0.7592845934120632,0.7592845934120632,-0.7592845934120632,0.0088458298230834,0.0505263157894736,0.0249172472839918,0.2505263157894737
pronostia,abl_E_only,Full_Test_Set_Bearing1_3,42,15,2375,E_norm,0.86,0.14,0.691424,0.2164210526315789,0.2428852766752243,0.2714439928531647,0.3306262900817207,0.9610161185264589,1.0740134716033936,207.13166739042512,1.3354678876911732,2068,306,0.0,0.3636678159236908,0.6847059709805396,-0.6847059709805396,0.6847059709805396,0.0029486099410278,0.1301052631578947,0.1247649584643017,0.1763542282672974
pronostia,abl_no_smooth,Full_Test_Set_Bearing1_3,42,15,2375,E_norm|C_norm|VTOI,0.86,0.14,0.691424,0.2164210526315789,0.1946864277124405,0.2207691818475723,0.5572230387348802,0.770309329032898,0.8735101222991943,159.79714703434155,0.9949426637458566,1702,672,0.0,0.3204286694526672,0.5263074669099703,-0.5263074669099703,0.5263074669099703,0.0151642796967144,0.656,0.287341410843643,0.3214035087719298
pronostia,abl_no_mono,Full_Test_Set_Bearing1_3,42,15,2375,E_norm|C_norm|VTOI,0.86,0.14,0.691424,0.2164210526315789,0.1842949986457824,0.2082001268863678,0.6062050612135761,0.7291938662528992,0.8237785696983337,155.8732807191871,1.023342949871366,1927,447,0.0,0.3299611508846283,0.8326128417421429,-0.8326128417421429,0.8326128417421429,0.0176916596461668,0.1233684210526315,0.101270836584587,0.2090391171252652
pronostia,vtoi_static,Full_Test_Set_Bearing1_4,42,15,1428,E_norm|C_norm|VTOI,0.87,0.13,0.700434,0.1953781512605042,0.2206554263830185,0.2427448332309723,0.4649312213611449,0.5247921347618103,0.5773281455039978,65.79316211782105,0.7174207659148681,1093,334,0.0,0.3343139290809631,0.5477886530337868,-0.5477886530337868,0.5477886530337868,0.0329362298528381,0.1645658263305322,0.0845323741007194,0.2061403508771929
pronostia,vtoi_traj,Full_Test_Set_Bearing1_4,42,15,1428,E_norm|C_norm|VTOI|VTOI_vel|VTOI_acc,0.87,0.13,0.700434,0.1953781512605042,0.2209192663431167,0.2517618536949157,0.4244414096861383,0.5254197120666504,0.5987736582756042,61.21628188647559,0.5828030599210756,1087,340,0.0,0.1463056206703186,0.5822648841819293,-0.5822648841819293,0.5822648841819293,0.0091100210231254,0.0427170868347338,0.0459057133626581,0.056128053779308
pronostia,transformer_vib,Full_Test_Set_Bearing1_4,42,15,1428,,0.87,0.13,0.700434,0.1953781512605042,0.1973446160554886,0.2224942147731781,0.5504820234353267,0.4693512916564941,0.5291653871536255,56.72336035396585,0.5846656506622852,1088,339,0.0,0.351039320230484,0.6148810151279125,0.6148810151279125,-0.6148810151279125,0.0175192711983181,0.5945378151260504,0.2538914198209168,0.2827949395074617
pronostia,tcn_vib,Full_Test_Set_Bearing1_4,42,15,1428,,0.87,0.13,0.700434,0.1953781512605042,0.2049638926982879,0.2251464128494262,0.5397013518070857,0.4874725043773651,0.5354732275009155,56.90111357655715,0.5493111932426732,1089,338,0.0,0.4919858872890472,0.7063030002798449,0.7063030002798449,-0.7063030002798449,0.0077084793272599,0.0504201680672268,0.0588235294117647,0.25
pronostia,tcn_transformer_vib,Full_Test_Set_Bearing1_4,42,15,1428,,0.87,0.13,0.700434,0.1953781512605042,0.3024939596652984,0.3348337709903717,-0.0180477307625794,0.719431459903717,0.7963463068008423,92.86177230960884,1.0261313153068203,-1,0,0.0,0.3884555995464325,0.1488026965786755,0.1488026965786755,-0.1488026965786755,0.0329362298528381,0.6001400560224089,0.187527352297593,0.25
pronostia,cnn_bilstm_attn_vib,Full_Test_Set_Bearing1_4,42,15,1428,,0.87,0.13,0.700434,0.1953781512605042,0.1892024874687194,0.2146692425012588,0.581544506663791,0.4499865472316742,0.5105549693107605,51.67286376074496,0.483176968969582,1088,339,0.0,0.3385295271873474,0.8839719587697211,0.8839719587697211,-0.8839719587697211,0.0140154169586545,0.0,0.0,0.0
pronostia,abl_no_idxhead,Full_Test_Set_Bearing1_4,42,15,1428,,0.87,0.13,0.700434,0.1953781512605042,0.2100287973880767,0.2373522818088531,0.4884401556529721,0.499518483877182,0.5645028352737427,59.08870439167518,0.5826244441941067,1087,340,0.0,0.1944876164197921,0.5118125222042973,-0.5118125222042973,0.5118125222042973,0.004905395935529,0.1330532212885154,0.1878444180451915,0.222520426845931
pronostia,abl_cond_noaux,Full_Test_Set_Bearing1_4,42,15,1428,E_norm|C_norm|VTOI,0.87,0.13,0.700434,0.1953781512605042,0.2202014625072479,0.2526399195194244,0.4204197171497839,0.5237123966217041,0.6008619666099548,63.26541883026712,0.6453495422777321,1094,333,0.0,0.338222473859787,0.5117904495007509,-0.5117904495007509,0.5117904495007509,0.0147161878065872,0.1372549019607843,0.062083845794987,0.2286809313002131
