dataset,holdout,seed,n_train_bearings,H_max_train,a,b,fitness,a_mono,b_mono,E_lo,E_hi,C_lo,C_hi,holdout_sat_frac,holdout_n_baseline,holdout_cov_estimator,holdout_shrinkage
pronostia,Learning_set_Bearing1_1,44,15,2463,0.88,0.12,0.715734,0.79,0.21,0.3074566988460002,8.714508170053271,0.1765697697577058,7.169102878363669,0.07670353193007493,560,ledoit_wolf,0.36458517354137776
